watermark_method,project,language,seed_group,rng_seed,method_config,response_points,evaluated_points,parameter_runs,Pass,BE,TE,RE,Excluded,point_pooled_pass_rate,pass_strength_mean,pass_strength_median,pass_strength_q1,pass_strength_q3,pass_strength_iqr,run_balanced_pass_rate,run_balanced_mean_pass_strength,runs_with_pass
sweet,snake,cpp,,3908348467,snake_game_sweet_T=0.7_rngS=3908348467_gamma=0.5_ET=0.5,21,21,1,3,18,0,0,0,0.142857,2.833333,2.8,2.7,2.95,0.25,0.142857,2.833333,1
sweet,snake,java,,384552130,snake_game_sweet_T=0.7_rngS=384552130_gamma=0.1_ET=0.5,16,16,1,1,15,0,0,0,0.0625,0.5,0.5,0.5,0.5,0.0,0.0625,0.5,1
sweet,snake,java,,384552130,snake_game_sweet_T=0.7_rngS=384552130_gamma=0.25_ET=0.5,31,31,1,1,30,0,0,0,0.032258,0.5,0.5,0.5,0.5,0.0,0.032258,0.5,1
sweet,snake,java,,384552130,snake_game_sweet_T=0.7_rngS=384552130_gamma=0.5_ET=0.5,25,25,1,6,18,1,0,0,0.24,1.966667,2.05,1.925,2.25,0.325,0.24,1.966667,1
sweet,snake,python,,2012703279,python_snake_game_sweet_T=0.7_rngS=2012703279_gamma=0.1_ET=0.5,17,17,1,0,0,16,1,0,0.0,,,,,,0.0,,0
sweet,snake,python,,2012703279,python_snake_game_sweet_T=0.7_rngS=2012703279_gamma=0.25_ET=0.5,30,28,1,5,0,20,3,2,0.178571,1.16,1.2,0.5,1.3,0.8,0.178571,1.16,1
sweet,snake,python,,2012703279,python_snake_game_sweet_T=0.7_rngS=2012703279_gamma=0.5_ET=0.5,27,27,1,3,0,23,1,0,0.111111,0.633333,0.5,0.4,0.8,0.4,0.111111,0.633333,1
sweet,tank_battle,cpp,,1297660533,tank_battle_game_sweet_T=0.7_rngS=1297660533_gamma=0.1_ET=0.5,15,15,1,4,11,0,0,0,0.266667,0.675,0.65,0.575,0.75,0.175,0.266667,0.675,1
sweet,tank_battle,cpp,,1297660533,tank_battle_game_sweet_T=0.7_rngS=1297660533_gamma=0.25_ET=0.5,21,21,1,2,19,0,0,0,0.095238,1.45,1.45,1.275,1.625,0.35,0.095238,1.45,1
sweet,tank_battle,cpp,,1297660533,tank_battle_game_sweet_T=0.7_rngS=1297660533_gamma=0.5_ET=0.5,10,10,1,5,5,0,0,0,0.5,1.32,1.1,1.0,2.1,1.1,0.5,1.32,1
sweet,tank_battle,java,,2107680757,tank_battle_game_sweet_T=0.7_rngS=2107680757_gamma=0.1_ET=0.5,19,19,1,2,17,0,0,0,0.105263,0.25,0.25,0.225,0.275,0.05,0.105263,0.25,1
sweet,tank_battle,java,,2107680757,tank_battle_game_sweet_T=0.7_rngS=2107680757_gamma=0.25_ET=0.5,30,30,1,8,22,0,0,0,0.266667,0.45,0.45,0.275,0.625,0.35,0.266667,0.45,1
sweet,tank_battle,java,,2107680757,tank_battle_game_sweet_T=0.7_rngS=2107680757_gamma=0.5_ET=0.5,26,26,1,7,16,3,0,0,0.269231,1.042857,0.5,0.35,1.3,0.95,0.269231,1.042857,1
sweet,tank_battle,python,,1210046855,tank_battle_game_sweet_T=0.7_rngS=1210046855_gamma=0.1_ET=0.5,15,15,1,9,0,4,2,0,0.6,0.666667,0.6,0.4,1.0,0.6,0.6,0.666667,1
sweet,tank_battle,python,,1210046855,tank_battle_game_sweet_T=0.7_rngS=1210046855_gamma=0.25_ET=0.5,21,21,1,8,0,10,3,0,0.380952,0.6,0.55,0.35,0.825,0.475,0.380952,0.6,1
sweet,tank_battle,python,,1210046855,tank_battle_game_sweet_T=0.7_rngS=1210046855_gamma=0.5_ET=0.5,20,20,1,12,0,5,3,0,0.6,1.25,1.35,0.475,1.925,1.45,0.6,1.25,1
waterfall,brick_breaker,cpp,,3047071552,brick_breaker_game_waterfall_T=0.7_rngS=3047071552_idMu=42_kP=1_nGram=2_wmFn=fourier,50,50,1,10,36,0,4,0,0.2,3.94,4.45,1.575,6.05,4.475,0.2,3.94,1
waterfall,brick_breaker,java,,3224345906,brick_breaker_game_waterfall_T=0.7_rngS=3224345906_idMu=42_kP=1_nGram=2_wmFn=fourier,56,56,1,1,55,0,0,0,0.017857,11.2,11.2,11.2,11.2,0.0,0.017857,11.2,1
waterfall,brick_breaker,python,1082524405,1082524405,brick_breaker_game_waterfall_T=0.7_rngS=1082524405_idMu=42_kP=1_nGram=2_wmFn=fourier,59,59,1,24,0,32,3,0,0.40678,2.058333,1.8,0.675,2.425,1.75,0.40678,2.058333,1
waterfall,brick_breaker,python,239766494,239766494,brick_breaker_game_waterfall_T=0.7_rngS=239766494_idMu=42_kP=1_nGram=2_wmFn=fourier,49,49,1,34,0,14,1,0,0.693878,6.15,5.3,2.15,9.075,6.925,0.693878,6.15,1
waterfall,caro,cpp,,3627467929,caro_game_waterfall_T=0.7_rngS=3627467929_idMu=42_kP=1_nGram=2_wmFn=fourier,40,40,1,24,11,0,5,0,0.6,2.416667,1.85,0.975,3.05,2.075,0.6,2.416667,1
waterfall,caro,java,,2285465881,caro_game_waterfall_T=0.7_rngS=2285465881_idMu=42_kP=1_nGram=2_wmFn=fourier,52,52,1,28,24,0,0,0,0.538462,5.053571,4.15,1.9,5.9,4.0,0.538462,5.053571,1
waterfall,caro,python,1598859076,1598859076,caro_game_waterfall_T=0.7_rngS=1598859076_idMu=42_kP=1_nGram=2_wmFn=fourier,78,78,1,16,9,51,2,0,0.205128,5.06875,5.05,2.775,6.5,3.725,0.205128,5.06875,1
waterfall,flappy_bird,cpp,,95729506,flappy_bird_game_waterfall_T=0.7_rngS=95729506_idMu=42_kP=1_nGram=2_wmFn=fourier,49,49,1,4,45,0,0,0,0.081633,0.45,0.45,0.375,0.525,0.15,0.081633,0.45,1
waterfall,flappy_bird,java,,1385953100,flappy_bird_game_waterfall_T=0.7_rngS=1385953100_idMu=42_kP=1_nGram=2_wmFn=fourier,71,71,1,2,61,8,0,0,0.028169,0.3,0.3,0.25,0.35,0.1,0.028169,0.3,1
waterfall,flappy_bird,python,,1716196616,flappy_bird_game_waterfall_T=0.7_rngS=1716196616_idMu=42_kP=1_nGram=2_wmFn=fourier,80,79,1,2,2,75,0,1,0.025316,3.75,3.75,3.725,3.775,0.05,0.025316,3.75,1
waterfall,snake,cpp,,3908348467,snake_game_waterfall_T=0.7_rngS=3908348467_idMu=42_kP=1_nGram=2_wmFn=fourier,63,63,1,3,60,0,0,0,0.047619,1.6,2.3,1.2,2.35,1.15,0.047619,1.6,1
waterfall,snake,java,,384552130,snake_game_waterfall_T=0.7_rngS=384552130_idMu=42_kP=1_nGram=2_wmFn=fourier,54,54,1,5,48,0,1,0,0.092593,3.44,3.3,0.7,3.4,2.7,0.092593,3.44,1
waterfall,snake,python,,2012703279,python_snake_game_waterfall_T=0.7_rngS=2012703279_idMu=42_kP=1_nGram=2_wmFn=fourier,75,75,1,19,1,53,2,0,0.253333,4.394737,4.3,2.55,6.0,3.45,0.253333,4.394737,1
waterfall,tank_battle,cpp,,1297660533,tank_battle_game_waterfall_T=0.7_rngS=1297660533_idMu=42_kP=1_nGram=2_wmFn=fourier,45,45,1,8,36,0,1,0,0.177778,1.6875,1.95,1.05,2.425,1.375,0.177778,1.6875,1
waterfall,tank_battle,java,,2107680757,tank_battle_game_waterfall_T=0.7_rngS=2107680757_idMu=42_kP=1_nGram=2_wmFn=fourier,58,58,1,2,56,0,0,0,0.034483,4.5,4.5,4.45,4.55,0.1,0.034483,4.5,1
waterfall,tank_battle,python,,1210046855,tank_battle_game_waterfall_T=0.7_rngS=1210046855_idMu=42_kP=1_nGram=2_wmFn=fourier,58,58,1,6,26,25,1,0,0.103448,0.816667,0.95,0.375,1.225,0.85,0.103448,0.816667,1
wllm,brick_breaker,cpp,,3047071552,brick_breaker_game_wllm_T=0.7_rngS=3047071552_gamma=0.1,17,17,1,2,15,0,0,0,0.117647,1.95,1.95,1.925,1.975,0.05,0.117647,1.95,1
wllm,brick_breaker,cpp,,3047071552,brick_breaker_game_wllm_T=0.7_rngS=3047071552_gamma=0.25,22,0,1,0,0,0,0,22,,,,,,,,,0
wllm,brick_breaker,cpp,,3047071552,brick_breaker_game_wllm_T=0.7_rngS=3047071552_gamma=0.5,30,30,1,0,30,0,0,0,0.0,,,,,,0.0,,0
wllm,brick_breaker,java,,3224345906,brick_breaker_game_wllm_T=0.7_rngS=3224345906_gamma=0.1,17,17,1,0,17,0,0,0,0.0,,,,,,0.0,,0
wllm,brick_breaker,java,,3224345906,brick_breaker_game_wllm_T=0.7_rngS=3224345906_gamma=0.25,32,32,1,3,29,0,0,0,0.09375,0.833333,0.8,0.7,0.95,0.25,0.09375,0.833333,1
wllm,brick_breaker,java,,3224345906,brick_breaker_game_wllm_T=0.7_rngS=3224345906_gamma=0.5,34,34,1,0,34,0,0,0,0.0,,,,,,0.0,,0
wllm,brick_breaker,python,1082524405,1082524405,brick_breaker_game_wllm_T=0.7_rngS=1082524405_gamma=0.1,21,21,1,4,0,17,0,0,0.190476,0.35,0.35,0.175,0.525,0.35,0.190476,0.35,1
wllm,brick_breaker,python,1082524405,1082524405,brick_breaker_game_wllm_T=0.7_rngS=1082524405_gamma=0.25,35,35,1,18,0,17,0,0,0.514286,1.561111,1.5,0.525,2.075,1.55,0.514286,1.561111,1
wllm,brick_breaker,python,1082524405,1082524405,brick_breaker_game_wllm_T=0.7_rngS=1082524405_gamma=0.5,37,37,1,14,0,23,0,0,0.378378,1.292857,1.25,0.425,1.975,1.55,0.378378,1.292857,1
wllm,caro,cpp,,3627467929,caro_game_wllm_T=0.7_rngS=3627467929_gamma=0.1,9,9,1,9,0,0,0,0,1.0,2.077778,2.0,1.5,2.2,0.7,1.0,2.077778,1
wllm,caro,cpp,,3627467929,caro_game_wllm_T=0.7_rngS=3627467929_gamma=0.25,22,22,1,2,20,0,0,0,0.090909,0.75,0.75,0.725,0.775,0.05,0.090909,0.75,1
wllm,caro,cpp,,3627467929,caro_game_wllm_T=0.7_rngS=3627467929_gamma=0.5,26,26,1,5,21,0,0,0,0.192308,3.2,3.7,3.6,3.9,0.3,0.192308,3.2,1
wllm,caro,java,,2285465881,caro_game_wllm_T=0.7_rngS=2285465881_gamma=0.1,19,19,1,3,13,0,3,0,0.157895,2.166667,1.9,1.0,3.2,2.2,0.157895,2.166667,1
wllm,caro,java,,2285465881,caro_game_wllm_T=0.7_rngS=2285465881_gamma=0.25,27,27,1,7,20,0,0,0,0.259259,1.128571,1.3,0.8,1.55,0.75,0.259259,1.128571,1
wllm,caro,java,,2285465881,caro_game_wllm_T=0.7_rngS=2285465881_gamma=0.5,32,32,1,13,18,0,1,0,0.40625,2.176923,2.8,0.6,3.2,2.6,0.40625,2.176923,1
wllm,caro,python,1598859076,1598859076,caro_game_wllm_T=0.7_rngS=1598859076_gamma=0.1,25,25,1,4,0,20,1,0,0.16,2.175,1.85,1.375,2.65,1.275,0.16,2.175,1
wllm,caro,python,1598859076,1598859076,caro_game_wllm_T=0.7_rngS=1598859076_gamma=0.25,32,32,1,9,3,19,1,0,0.28125,1.544444,1.2,0.9,2.7,1.8,0.28125,1.544444,1
wllm,caro,python,1598859076,1598859076,caro_game_wllm_T=0.7_rngS=1598859076_gamma=0.5,36,36,1,8,0,27,1,0,0.222222,1.6375,1.45,0.975,2.225,1.25,0.222222,1.6375,1
wllm,flappy_bird,cpp,,95729506,flappy_bird_game_wllm_T=0.7_rngS=95729506_gamma=0.1,6,6,1,3,3,0,0,0,0.5,2.766667,3.4,1.75,4.1,2.35,0.5,2.766667,1
wllm,flappy_bird,cpp,,95729506,flappy_bird_game_wllm_T=0.7_rngS=95729506_gamma=0.25,23,23,1,2,21,0,0,0,0.086957,2.4,2.4,1.25,3.55,2.3,0.086957,2.4,1
wllm,flappy_bird,cpp,,95729506,flappy_bird_game_wllm_T=0.7_rngS=95729506_gamma=0.5,20,20,1,1,19,0,0,0,0.05,2.8,2.8,2.8,2.8,0.0,0.05,2.8,1
wllm,flappy_bird,java,,1385953100,flappy_bird_game_wllm_T=0.7_rngS=1385953100_gamma=0.1,21,21,1,2,16,1,2,0,0.095238,1.05,1.05,1.025,1.075,0.05,0.095238,1.05,1
wllm,flappy_bird,java,,1385953100,flappy_bird_game_wllm_T=0.7_rngS=1385953100_gamma=0.25,30,30,1,1,28,0,1,0,0.033333,1.0,1.0,1.0,1.0,0.0,0.033333,1.0,1
wllm,flappy_bird,java,,1385953100,flappy_bird_game_wllm_T=0.7_rngS=1385953100_gamma=0.5,36,36,1,2,31,2,1,0,0.055556,0.25,0.25,0.175,0.325,0.15,0.055556,0.25,1
wllm,flappy_bird,python,,1716196616,flappy_bird_game_wllm_T=0.7_rngS=1716196616_gamma=0.1,25,25,1,1,0,24,0,0,0.04,0.2,0.2,0.2,0.2,0.0,0.04,0.2,1
wllm,flappy_bird,python,,1716196616,flappy_bird_game_wllm_T=0.7_rngS=1716196616_gamma=0.25,34,34,1,1,0,33,0,0,0.029412,0.1,0.1,0.1,0.1,0.0,0.029412,0.1,1
wllm,flappy_bird,python,,1716196616,flappy_bird_game_wllm_T=0.7_rngS=1716196616_gamma=0.5,38,38,1,0,0,38,0,0,0.0,,,,,,0.0,,0
wllm,snake,cpp,,3908348467,snake_game_wllm_T=0.7_rngS=3908348467_gamma=0.1,25,25,1,2,23,0,0,0,0.08,0.4,0.4,0.3,0.5,0.2,0.08,0.4,1
wllm,snake,cpp,,3908348467,snake_game_wllm_T=0.7_rngS=3908348467_gamma=0.25,31,31,1,0,31,0,0,0,0.0,,,,,,0.0,,0
wllm,snake,cpp,,3908348467,snake_game_wllm_T=0.7_rngS=3908348467_gamma=0.5,35,35,1,0,35,0,0,0,0.0,,,,,,0.0,,0
wllm,snake,java,,384552130,snake_game_wllm_T=0.7_rngS=384552130_gamma=0.1,19,19,1,1,18,0,0,0,0.052632,0.5,0.5,0.5,0.5,0.0,0.052632,0.5,1
wllm,snake,java,,384552130,snake_game_wllm_T=0.7_rngS=384552130_gamma=0.25,38,38,1,3,34,1,0,0,0.078947,3.833333,3.8,3.75,3.9,0.15,0.078947,3.833333,1
wllm,snake,java,,384552130,snake_game_wllm_T=0.7_rngS=384552130_gamma=0.5,36,36,1,2,31,3,0,0,0.055556,2.35,2.35,2.225,2.475,0.25,0.055556,2.35,1
wllm,snake,python,,2012703279,python_snake_game_wllm_T=0.7_rngS=2012703279_gamma=0.1,34,34,1,7,0,27,0,0,0.205882,1.871429,1.2,0.95,2.7,1.75,0.205882,1.871429,1
wllm,snake,python,,2012703279,python_snake_game_wllm_T=0.7_rngS=2012703279_gamma=0.25,38,38,1,7,0,30,1,0,0.184211,3.257143,3.7,2.3,4.45,2.15,0.184211,3.257143,1
wllm,snake,python,,2012703279,python_snake_game_wllm_T=0.7_rngS=2012703279_gamma=0.5,40,40,1,11,0,24,5,0,0.275,3.254545,3.6,2.55,4.25,1.7,0.275,3.254545,1
wllm,tank_battle,cpp,,1297660533,tank_battle_game_wllm_T=0.7_rngS=1297660533_gamma=0.1,15,15,1,6,9,0,0,0,0.4,1.366667,0.8,0.625,1.425,0.8,0.4,1.366667,1
wllm,tank_battle,cpp,,1297660533,tank_battle_game_wllm_T=0.7_rngS=1297660533_gamma=0.25,24,24,1,2,22,0,0,0,0.083333,1.35,1.35,1.075,1.625,0.55,0.083333,1.35,1
wllm,tank_battle,cpp,,1297660533,tank_battle_game_wllm_T=0.7_rngS=1297660533_gamma=0.5,29,29,1,9,20,0,0,0,0.310345,2.822222,2.7,2.5,2.9,0.4,0.310345,2.822222,1
wllm,tank_battle,java,,2107680757,tank_battle_game_wllm_T=0.7_rngS=2107680757_gamma=0.1,26,26,1,2,24,0,0,0,0.076923,1.05,1.05,0.625,1.475,0.85,0.076923,1.05,1
wllm,tank_battle,java,,2107680757,tank_battle_game_wllm_T=0.7_rngS=2107680757_gamma=0.25,36,36,1,3,33,0,0,0,0.083333,0.2,0.2,0.15,0.25,0.1,0.083333,0.2,1
wllm,tank_battle,java,,2107680757,tank_battle_game_wllm_T=0.7_rngS=2107680757_gamma=0.5,40,40,1,2,37,1,0,0,0.05,0.2,0.2,0.15,0.25,0.1,0.05,0.2,1
wllm,tank_battle,python,,1210046855,tank_battle_game_wllm_T=0.7_rngS=1210046855_gamma=0.1,29,29,1,19,0,7,3,0,0.655172,1.863158,2.1,0.75,2.75,2.0,0.655172,1.863158,1
wllm,tank_battle,python,,1210046855,tank_battle_game_wllm_T=0.7_rngS=1210046855_gamma=0.25,32,32,1,12,1,12,7,0,0.375,0.683333,0.65,0.375,1.025,0.65,0.375,0.683333,1
wllm,tank_battle,python,,1210046855,tank_battle_game_wllm_T=0.7_rngS=1210046855_gamma=0.5,34,34,1,14,0,15,5,0,0.411765,1.142857,1.2,0.525,1.675,1.15,0.411765,1.142857,1
