paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
semantic-preserving,CodeMark,csn_js,test#1545,0,0.018785865977,,,,0.012049280107,232,220,80.973560247,,,,54.769455032
semantic-preserving,CodeMark,csn_js,test#1546,0,0.005398553796,,,,0.003217306919,48,47,112.469870752,,,,68.453338711
semantic-preserving,CodeMark,csn_js,test#1547,0,0.005632562563,,,,0.003650704399,49,55,114.950256384,,,,66.376443614
semantic-preserving,CodeMark,csn_js,test#1548,0,0.005570369773,,,,0.003360119648,45,44,123.785994947,,,,76.366355643
semantic-preserving,CodeMark,csn_js,test#1549,0,0.021883271635,,,,0.012983552180,268,244,81.653998636,,,,53.211279427
semantic-preserving,CodeMark,csn_js,test#1550,0,0.005429852754,,,,0.003149134107,54,47,100.552828776,,,,67.002853339
semantic-preserving,CodeMark,csn_js,test#1551,0,0.008273640648,,,,0.005018511787,90,76,91.929340528,,,,66.033049830
semantic-preserving,CodeMark,csn_js,test#1552,0,0.005546233617,,,,0.003326851875,69,67,80.380197344,,,,49.654505591
semantic-preserving,CodeMark,csn_js,test#1553,0,0.015078342520,,,,0.010201705620,170,176,88.696132469,,,,57.964236476
semantic-preserving,CodeMark,csn_js,test#1554,0,0.006000719033,,,,0.003362914547,48,50,125.014979858,,,,67.258290946
semantic-preserving,CodeMark,csn_js,test#1555,0,0.011968571693,,,,0.006669173948,160,131,74.803573079,,,,50.909724797
semantic-preserving,CodeMark,csn_js,test#1556,0,0.004535516724,,,,0.002613369375,35,35,129.586192114,,,,74.667696442
semantic-preserving,CodeMark,csn_js,test#1557,0,0.005923345685,,,,0.003550508060,91,86,65.091710824,,,,41.284977437
semantic-preserving,CodeMark,csn_js,test#1558,0,0.007988233119,,,,0.004975761287,107,101,74.656384292,,,,49.264963237
semantic-preserving,CodeMark,csn_js,test#1559,0,0.010608093813,,,,0.006747459993,140,124,75.772098665,,,,54.414999942
semantic-preserving,CodeMark,csn_js,test#1560,0,0.005121125840,,,,0.003078352660,52,49,98.483189224,,,,62.823523672
semantic-preserving,CodeMark,csn_js,test#1561,0,0.007058137096,,,,0.004437668249,79,79,89.343507550,,,,56.173015810
semantic-preserving,CodeMark,csn_js,test#1562,0,0.006916664541,,,,0.004331316799,80,74,86.458306760,,,,58.531308094
semantic-preserving,CodeMark,csn_js,test#1563,0,0.005566106178,,,,0.003248055466,55,52,101.201930507,,,,62.462605106
semantic-preserving,CodeMark,csn_js,test#1564,0,0.008261800744,,,,0.004864666611,95,86,86.966323617,,,,56.565890825
semantic-preserving,CodeMark,csn_js,test#1565,0,0.008492248133,,,,0.004834493622,98,87,86.655593192,,,,55.568892209
semantic-preserving,CodeMark,csn_js,test#1566,0,0.009538027458,,,,0.005724615417,121,110,78.826673206,,,,52.041958340
semantic-preserving,CodeMark,csn_js,test#1567,0,0.006410790607,,,,0.003917133436,64,64,100.168603240,,,,61.205209931
semantic-preserving,CodeMark,csn_js,test#1568,0,0.009400259703,,,,0.007033149712,114,118,82.458418451,,,,59.602963659
semantic-preserving,CodeMark,csn_js,test#1569,0,0.007103795186,,,,0.004397909157,73,66,97.312262818,,,,66.634987227
semantic-preserving,CodeMark,csn_js,test#1570,0,0.006275694817,,,,0.003557846881,63,58,99.614203449,,,,61.342187611
semantic-preserving,CodeMark,csn_js,test#1571,0,0.017284085974,,,,0.010653024539,228,215,75.807394623,,,,49.548951346
semantic-preserving,CodeMark,csn_js,test#1572,0,0.007605203427,,,,0.004698032513,91,80,83.573664037,,,,58.725406416
semantic-preserving,CodeMark,csn_js,test#1573,0,0.005804205313,,,,0.003516406752,59,54,98.376361243,,,,65.118643559
semantic-preserving,CodeMark,csn_js,test#1574,0,0.005008057691,,,,0.002951052040,50,44,100.161153823,,,,67.069364542
semantic-preserving,CodeMark,csn_js,test#1575,0,0.005657408386,,,,0.003301403485,61,56,92.744399778,,,,58.953633665
semantic-preserving,CodeMark,csn_js,test#1576,0,0.026969522238,,,,0.021185742691,356,359,75.757084938,,,,59.013210839
semantic-preserving,CodeMark,csn_js,test#1577,0,0.009053317830,,,,0.006021836773,106,98,85.408658773,,,,61.447314006
semantic-preserving,CodeMark,csn_js,test#1578,0,0.008313746192,,,,0.005308893509,101,94,82.314318728,,,,56.477590524
semantic-preserving,CodeMark,csn_js,test#1579,0,0.006747641601,,,,0.003987153992,74,67,91.184345955,,,,59.509761075
semantic-preserving,CodeMark,csn_js,test#1580,0,0.016286154278,,,,0.014337707311,219,242,74.366001268,,,,59.246724425
semantic-preserving,CodeMark,csn_js,test#1581,0,0.005766283721,,,,0.003454747610,60,56,96.104728679,,,,61.691921603
semantic-preserving,CodeMark,csn_js,test#1582,0,0.016423657537,,,,0.013907079585,214,220,76.746063255,,,,63.213998113
semantic-preserving,CodeMark,csn_js,test#1583,0,0.007468467578,,,,0.004648935050,85,77,87.864324450,,,,60.375779867
semantic-preserving,CodeMark,csn_js,test#1584,0,0.011180448346,,,,0.007316429168,137,123,81.609112013,,,,59.483163967
semantic-preserving,CodeMark,csn_js,test#1585,0,0.013236145489,,,,0.008497811854,166,153,79.735816198,,,,55.541253947
semantic-preserving,CodeMark,csn_js,test#1586,0,0.006174372509,,,,0.003652778454,59,57,104.650381511,,,,64.083832529
semantic-preserving,CodeMark,csn_js,test#1587,0,0.008204958402,,,,0.004980425350,97,84,84.587200017,,,,59.290777981
semantic-preserving,CodeMark,csn_js,test#1588,0,0.006515155546,,,,0.003675144166,64,58,101.799305412,,,,63.364554582
semantic-preserving,CodeMark,csn_js,test#1589,0,0.006635334343,,,,0.004218091257,65,68,102.082066811,,,,62.030753778
semantic-preserving,CodeMark,csn_js,test#1590,0,0.006224528886,,,,0.003980293870,63,60,98.802045816,,,,66.338231166
semantic-preserving,CodeMark,csn_js,test#1591,0,0.004818499088,,,,0.003470526077,42,47,114.726168769,,,,73.840980359
semantic-preserving,CodeMark,csn_js,test#1592,0,0.008206033148,,,,0.005341124721,101,89,81.247852949,,,,60.012637313
semantic-preserving,CodeMark,csn_js,test#1593,0,0.005450161174,,,,0.003496087156,52,52,104.810791807,,,,67.232445312
semantic-preserving,CodeMark,csn_js,test#1594,0,0.022014429793,,,,0.015514424071,375,314,58.705146114,,,,49.408993856
semantic-preserving,CodeMark,csn_js,test#1595,0,0.004807568155,,,,0.002512646839,43,39,111.803910587,,,,64.426842026
semantic-preserving,CodeMark,csn_js,test#1596,0,0.007886100560,,,,0.005165879615,84,79,93.882149529,,,,65.390881198
semantic-preserving,CodeMark,csn_js,test#1597,0,0.009581805207,,,,0.005734651349,106,93,90.394388744,,,,61.662917736
semantic-preserving,CodeMark,csn_js,test#1598,0,0.004423844628,,,,0.002537205815,42,40,105.329634001,,,,63.430145383
semantic-preserving,CodeMark,csn_js,test#1599,0,0.014848845080,,,,0.009143644013,205,178,72.433390632,,,,51.368786587
semantic-preserving,CodeMark,csn_js,test#1600,0,0.005746514536,,,,0.003214282915,57,53,100.816044499,,,,60.646847453
semantic-preserving,CodeMark,csn_js,test#1601,0,0.007633915171,,,,0.004402083345,86,79,88.766455477,,,,55.722573984
semantic-preserving,CodeMark,csn_js,test#1602,0,0.005583809689,,,,0.003066790290,54,52,103.403883124,,,,58.976736350
semantic-preserving,CodeMark,csn_js,test#1603,0,0.004379467107,,,,0.002455076203,34,34,128.807856099,,,,72.208123610
semantic-preserving,CodeMark,csn_js,test#1604,0,0.013744181953,,,,0.008384984918,169,169,81.326520434,,,,49.615295372
semantic-preserving,CodeMark,csn_js,test#1605,0,0.014459675178,,,,0.008631593548,203,184,71.229926985,,,,46.910834499
semantic-preserving,CodeMark,csn_js,test#1606,0,0.005227881484,,,,0.002981889993,53,50,98.639273278,,,,59.637799859
semantic-preserving,CodeMark,csn_js,test#1607,0,0.005080939271,,,,0.003079635091,49,47,103.692638175,,,,65.524150875
semantic-preserving,CodeMark,csn_js,test#1608,0,0.006854807027,,,,0.004119003192,67,67,102.310552637,,,,61.477659576
semantic-preserving,CodeMark,csn_js,test#1609,0,0.010719705373,,,,0.007435432635,132,140,81.209889190,,,,53.110233109
semantic-preserving,CodeMark,csn_js,test#1610,0,0.004918016493,,,,0.002858134918,64,58,76.844007708,,,,49.278188240
semantic-preserving,CodeMark,csn_js,test#1611,0,0.007447836921,,,,0.004326652735,75,71,99.304492275,,,,60.938770922
semantic-preserving,CodeMark,csn_js,test#1612,0,0.004819338210,,,,0.002993291244,43,49,112.077632789,,,,61.087576406
semantic-preserving,CodeMark,csn_js,test#1613,0,0.017670859583,,,,0.011764622293,227,209,77.845196400,,,,56.290058820
semantic-preserving,CodeMark,csn_js,test#1614,0,0.005669469014,,,,0.003122225404,55,47,103.081254797,,,,66.430327740
semantic-preserving,CodeMark,csn_js,test#1615,0,0.010214593261,,,,0.006081689149,157,151,65.061103576,,,,40.276087080
semantic-preserving,CodeMark,csn_js,test#1616,0,0.010701925494,,,,0.006352195516,128,115,83.608792920,,,,55.236482750
semantic-preserving,CodeMark,csn_js,test#1617,0,0.007056271657,,,,0.004356706515,62,66,113.810833183,,,,66.010704772
semantic-preserving,CodeMark,csn_js,test#1618,0,0.027446135879,,,,0.016801580787,351,334,78.194119312,,,,50.304134092
semantic-preserving,CodeMark,csn_js,test#1619,0,0.004449224100,,,,0.002363954671,38,39,117.084844724,,,,60.614222326
semantic-preserving,CodeMark,csn_js,test#1620,0,0.005377233028,,,,0.002975606360,49,51,109.739449559,,,,58.345222736
semantic-preserving,CodeMark,csn_js,test#1621,0,0.005277813412,,,,0.002869576216,49,50,107.710477801,,,,57.391524315
semantic-preserving,CodeMark,csn_js,test#1622,0,0.005001788028,,,,0.003355987370,56,59,89.317643350,,,,56.881141865
semantic-preserving,CodeMark,csn_js,test#1623,0,0.004938700236,,,,0.002848532982,54,46,91.457411785,,,,61.924630047
semantic-preserving,CodeMark,csn_js,test#1624,0,0.005600510165,,,,0.003491685726,60,54,93.341836085,,,,64.660846773
semantic-preserving,CodeMark,csn_js,test#1625,0,0.006910265423,,,,0.004243939184,85,89,81.297240275,,,,47.684709929
semantic-preserving,CodeMark,csn_js,test#1626,0,0.003973077983,,,,0.001957265660,24,24,165.544915944,,,,81.552735840
semantic-preserving,CodeMark,csn_js,test#1627,0,0.006082566455,,,,0.003725264221,59,59,103.094346695,,,,63.140071550
semantic-preserving,CodeMark,csn_js,test#1628,0,0.005406006239,,,,0.003295147792,52,46,103.961658449,,,,71.633647641
semantic-preserving,CodeMark,csn_js,test#1629,0,0.023581329733,,,,0.015577386133,301,286,78.343288150,,,,54.466385082
semantic-preserving,CodeMark,csn_js,test#1630,0,0.009969055653,,,,0.005792520940,107,102,93.168744417,,,,56.789420983
semantic-preserving,CodeMark,csn_js,test#1631,0,0.010548505932,,,,0.006826062687,128,120,82.410202594,,,,56.883855723
semantic-preserving,CodeMark,csn_js,test#1632,0,0.006401967257,,,,0.003826851025,60,69,106.699454288,,,,55.461609061
semantic-preserving,CodeMark,csn_js,test#1633,0,0.008224948309,,,,0.004947888665,85,81,96.764097757,,,,61.085045246
semantic-preserving,CodeMark,csn_js,test#1634,0,0.005757863633,,,,0.004087106325,58,65,99.273510920,,,,62.878558842
semantic-preserving,CodeMark,csn_js,test#1635,0,0.005658538081,,,,0.003065434285,54,45,104.787742236,,,,68.120761878
semantic-preserving,CodeMark,csn_js,test#1636,0,0.011208564043,,,,0.006788318977,124,115,90.391645508,,,,59.028860667
semantic-preserving,CodeMark,csn_js,test#1637,0,0.005752003752,,,,0.003321745433,53,52,108.528372673,,,,63.879719864
semantic-preserving,CodeMark,csn_js,test#1638,0,0.008072732948,,,,0.004840852693,89,91,90.704864582,,,,53.196183437
semantic-preserving,CodeMark,csn_js,test#1639,0,0.009986807592,,,,0.005954748020,104,94,96.026996079,,,,63.348383187
semantic-preserving,CodeMark,csn_js,test#1640,0,0.007326707244,,,,0.004682735540,88,92,83.258036863,,,,50.899299348
semantic-preserving,CodeMark,csn_js,test#1641,0,0.004232035950,,,,0.002360476181,28,33,151.144141065,,,,71.529581240
semantic-preserving,CodeMark,csn_js,test#1642,0,0.004999000579,,,,0.003005604260,42,39,119.023823312,,,,77.066775889
semantic-preserving,CodeMark,csn_js,test#1643,0,0.017319179140,,,,0.012645478360,252,222,68.726901349,,,,56.961614236
semantic-preserving,CodeMark,csn_js,test#1644,0,0.011102167889,,,,0.007947511971,149,152,74.511193889,,,,52.286262967
semantic-preserving,CodeMark,csn_js,test#1645,0,0.004600879736,,,,0.002838905901,39,36,117.971275288,,,,78.858497242
semantic-preserving,CodeMark,csn_js,test#1646,0,0.008955918252,,,,0.005745130591,109,103,82.164387637,,,,55.777966904
semantic-preserving,CodeMark,csn_js,test#1647,0,0.004745202139,,,,0.002878950909,41,48,115.736637537,,,,59.978143933
semantic-preserving,CodeMark,csn_js,test#1648,0,0.007859122939,,,,0.005074944347,86,81,91.385150458,,,,62.653633915
semantic-preserving,CodeMark,csn_js,test#1649,0,0.013189824298,,,,0.008278366178,158,155,83.479900620,,,,53.408814053
semantic-preserving,CodeMark,csn_js,test#1650,0,0.005343879573,,,,0.003236975521,46,48,116.171295066,,,,67.436990018
semantic-preserving,CodeMark,csn_js,test#1651,0,0.008859392256,,,,0.005271606147,97,85,91.333940779,,,,62.018895850
semantic-preserving,CodeMark,csn_js,test#1652,0,0.007447772659,,,,0.005054042675,77,86,96.724320251,,,,58.767938077
semantic-preserving,CodeMark,csn_js,test#1653,0,0.007952384651,,,,0.006019009277,87,106,91.406720123,,,,56.783106389
semantic-preserving,CodeMark,csn_js,test#1654,0,0.010030807927,,,,0.005786444992,132,121,75.990969146,,,,47.821859437
semantic-preserving,CodeMark,csn_js,test#1655,0,0.009409138933,,,,0.005273567513,93,92,101.173536912,,,,57.321386007
semantic-preserving,CodeMark,csn_js,test#1656,0,0.005631451495,,,,0.003407877870,57,55,98.797394649,,,,61.961415816
semantic-preserving,CodeMark,csn_js,test#1657,0,0.009307738394,,,,0.006557330489,132,121,70.513169648,,,,54.192813960
semantic-preserving,CodeMark,csn_js,test#1658,0,0.004264692776,,,,0.003026196733,40,42,106.617319398,,,,72.052303169
semantic-preserving,CodeMark,csn_js,test#1659,0,0.015142822638,,,,0.009187022224,172,163,88.039666501,,,,56.362099534
semantic-preserving,CodeMark,csn_js,test#1660,0,0.010630724020,,,,0.006462515332,111,98,95.772288471,,,,65.944033998
semantic-preserving,CodeMark,csn_js,test#1661,0,0.015404934064,,,,0.009174912237,231,222,66.688026249,,,,41.328433498
semantic-preserving,CodeMark,csn_js,test#1662,0,0.005077720620,,,,0.002860390581,43,41,118.086526040,,,,69.765623931
semantic-preserving,CodeMark,csn_js,test#1663,0,0.004483095370,,,,0.002628053539,34,37,131.855746183,,,,71.028474014
semantic-preserving,CodeMark,csn_js,test#1664,0,0.013253586367,,,,0.009581411257,153,165,86.624747495,,,,58.069159136
semantic-preserving,CodeMark,csn_js,test#1665,0,0.008216938004,,,,0.004683262669,105,89,78.256552418,,,,52.620928860
semantic-preserving,CodeMark,csn_js,test#1666,0,0.014007522725,,,,0.009777947329,184,195,76.127840894,,,,50.143319636
semantic-preserving,CodeMark,csn_js,test#1667,0,0.006190996617,,,,0.003638125956,64,62,96.734322142,,,,58.679450904
semantic-preserving,CodeMark,csn_js,test#1668,0,0.007808297873,,,,0.004345659167,77,73,101.406465877,,,,59.529577624
semantic-preserving,CodeMark,csn_js,test#1669,0,0.007845173590,,,,0.005705941468,91,94,86.210698790,,,,60.701504984
semantic-preserving,CodeMark,csn_js,test#1670,0,0.011601478793,,,,0.008560311981,153,164,75.826658776,,,,52.197024272
semantic-preserving,CodeMark,csn_js,test#1671,0,0.005405206233,,,,0.003070093691,49,47,110.310331291,,,,65.321142369
semantic-preserving,CodeMark,csn_js,test#1672,0,0.007935565896,,,,0.005681015551,91,102,87.204020839,,,,55.696230893
semantic-preserving,CodeMark,csn_js,test#1673,0,0.006685704924,,,,0.003982565366,66,63,101.298559457,,,,63.215323266
semantic-preserving,CodeMark,csn_js,test#1674,0,0.007318648510,,,,0.004603677429,82,90,89.251811094,,,,51.151971436
semantic-preserving,CodeMark,csn_js,test#1675,0,0.011446360499,,,,0.008065600879,137,146,83.550076633,,,,55.243841640
semantic-preserving,CodeMark,csn_js,test#1676,0,0.014015552588,,,,0.008487742394,183,162,76.587719059,,,,52.393471569
semantic-preserving,CodeMark,csn_js,test#1677,0,0.004804308526,,,,0.003150299191,37,45,129.846176384,,,,70.006648699
semantic-preserving,CodeMark,csn_js,test#1678,0,0.016081267968,,,,0.010419593193,238,199,67.568352806,,,,52.359764787
semantic-preserving,CodeMark,csn_js,test#1679,0,0.013410243206,,,,0.008252285421,176,155,76.194563669,,,,53.240551103
semantic-preserving,CodeMark,csn_js,test#1680,0,0.060078827664,,,,0.025329853408,1471,1261,40.842167005,,,,20.087116105
semantic-preserving,CodeMark,csn_js,test#1681,0,0.007658660412,,,,0.004847747274,89,92,86.052364178,,,,52.692905149
semantic-preserving,CodeMark,csn_js,test#1682,0,0.005893634632,,,,0.003430520184,59,58,99.892112411,,,,59.146899730
semantic-preserving,CodeMark,csn_js,test#1683,0,0.013285515830,,,,0.008555236273,146,134,90.996683767,,,,63.845046810
semantic-preserving,CodeMark,csn_js,test#1684,0,0.013398114592,,,,0.008469288237,213,194,62.901946441,,,,43.656124935
semantic-preserving,CodeMark,csn_js,test#1685,0,0.007450712845,,,,0.005471034907,98,104,76.027682089,,,,52.606104873
semantic-preserving,CodeMark,csn_js,test#1686,0,0.017749565654,,,,0.011109787971,240,213,73.956523556,,,,52.158628971
semantic-preserving,CodeMark,csn_js,test#1687,0,0.010212491266,,,,0.006727444939,149,150,68.540209842,,,,44.849632929
semantic-preserving,CodeMark,csn_js,test#1688,0,0.004988211207,,,,0.003298387863,46,50,108.439374067,,,,65.967757255
semantic-preserving,CodeMark,csn_js,test#1689,0,0.011842980050,,,,0.007407661527,206,188,57.490194415,,,,39.402454933
semantic-preserving,CodeMark,csn_js,test#1690,0,0.016650424339,,,,0.010793570429,219,211,76.029334881,,,,51.154362223
semantic-preserving,CodeMark,csn_js,test#1691,0,0.015756680630,,,,0.010172929615,225,197,70.029691690,,,,51.639236623
semantic-preserving,CodeMark,csn_js,test#1692,0,0.004308925010,,,,0.002516116947,28,31,153.890178938,,,,81.165062804
semantic-preserving,CodeMark,csn_js,test#1693,0,0.008074662648,,,,0.005464068614,86,89,93.891426141,,,,61.394029370
semantic-preserving,CodeMark,csn_js,test#1694,0,0.008100306615,,,,0.005412399769,90,78,90.003406836,,,,69.389740626
semantic-preserving,CodeMark,csn_js,test#1695,0,0.008045838214,,,,0.004953513853,87,80,92.480899017,,,,61.918923166
semantic-preserving,CodeMark,csn_js,test#1696,0,0.006118237972,,,,0.003923045471,52,51,117.658422543,,,,76.922460222
semantic-preserving,CodeMark,csn_js,test#1697,0,0.009013526142,,,,0.005738457665,85,84,106.041484019,,,,68.314972201
semantic-preserving,CodeMark,csn_js,test#1698,0,0.007842876948,,,,0.005737281404,111,99,70.656549085,,,,57.952337419
semantic-preserving,CodeMark,csn_js,test#1699,0,0.004316096194,,,,0.002562106587,31,33,139.228909487,,,,77.639593545
semantic-preserving,CodeMark,csn_js,test#1700,0,0.020422763191,,,,0.015689541586,279,294,73.199868069,,,,53.365787707
semantic-preserving,CodeMark,csn_js,test#1701,0,0.033598039299,,,,0.020803720690,452,382,74.331945352,,,,54.460001807
semantic-preserving,CodeMark,csn_js,test#1702,0,0.003741569817,,,,0.002177969553,21,30,178.169991289,,,,72.598985086
semantic-preserving,CodeMark,csn_js,test#1703,0,0.010023379698,,,,0.006419845857,113,131,88.702475207,,,,49.006456922
semantic-preserving,CodeMark,csn_js,test#1704,0,0.004455571063,,,,0.002896467224,33,43,135.017304935,,,,67.359702878
semantic-preserving,CodeMark,csn_js,test#1705,0,0.004989909939,,,,0.002679008991,38,35,131.313419460,,,,76.543114015
semantic-preserving,CodeMark,csn_js,test#1706,0,0.006089040078,,,,0.003412003629,58,53,104.983449625,,,,64.377426961
semantic-preserving,CodeMark,csn_js,test#1707,0,0.007722594775,,,,0.004974328913,83,80,93.043310545,,,,62.179111410
semantic-preserving,CodeMark,csn_js,test#1708,0,0.006129239686,,,,0.003846458159,81,83,75.669625751,,,,46.342869390
semantic-preserving,CodeMark,csn_js,test#1709,0,0.019899963401,,,,0.015559753403,261,312,76.245070503,,,,49.871004497
semantic-preserving,CodeMark,csn_js,test#1710,0,0.020773864351,,,,0.015411075205,273,275,76.094741213,,,,56.040273471
semantic-preserving,CodeMark,csn_js,test#1711,0,0.006204040721,,,,0.003676593304,59,59,105.153232560,,,,62.315140740
semantic-preserving,CodeMark,csn_js,test#1712,0,0.005375716835,,,,0.002965955995,55,46,97.740306096,,,,64.477304240
semantic-preserving,CodeMark,csn_js,test#1713,0,0.008645046502,,,,0.005290837027,76,87,113.750611873,,,,60.814218703
semantic-preserving,CodeMark,csn_js,test#1714,0,0.003908062354,,,,0.002176559530,28,27,139.573655490,,,,80.613315933
semantic-preserving,CodeMark,csn_js,test#1715,0,0.008392079733,,,,0.004813609645,79,83,106.228857384,,,,57.995296925
semantic-preserving,CodeMark,csn_js,test#1716,0,0.005228207447,,,,0.002878522500,39,35,134.056601196,,,,82.243500011
semantic-preserving,CodeMark,csn_js,test#1717,0,0.007056796923,,,,0.004548692144,59,61,119.606727513,,,,74.568723680
semantic-preserving,CodeMark,csn_js,test#1718,0,0.017240351997,,,,0.011082491837,253,242,68.143683784,,,,45.795420816
semantic-preserving,CodeMark,csn_js,test#1719,0,0.009054024704,,,,0.005576446652,104,102,87.057929844,,,,54.671045612
semantic-preserving,CodeMark,csn_js,test#1720,0,0.004515220411,,,,0.002635781653,37,39,122.032984084,,,,67.584144954
semantic-preserving,CodeMark,csn_js,test#1721,0,0.009155693464,,,,0.006504924037,102,101,89.761700627,,,,64.405188481
semantic-preserving,CodeMark,csn_js,test#1722,0,0.004770205356,,,,0.002617263235,33,31,144.551677460,,,,84.427846295
semantic-preserving,CodeMark,csn_js,test#1723,0,0.016912381165,,,,0.010353778489,207,194,81.702324467,,,,53.369992211
semantic-preserving,CodeMark,csn_js,test#1724,0,0.004826767370,,,,0.003040726297,43,40,112.250403956,,,,76.018157415
semantic-preserving,CodeMark,csn_js,test#1725,0,0.006424968131,,,,0.003899186850,60,72,107.082802181,,,,54.155372911
semantic-preserving,CodeMark,csn_js,test#1726,0,0.012154612690,,,,0.007571369410,180,165,67.525626057,,,,45.887087331
semantic-preserving,CodeMark,csn_js,test#1727,0,0.012237562798,,,,0.007567417808,152,144,80.510281566,,,,52.551512555
semantic-preserving,CodeMark,csn_js,test#1728,0,0.005730035715,,,,0.003162553534,51,51,112.353641467,,,,62.010853606
semantic-preserving,CodeMark,csn_js,test#1729,0,0.004450548440,,,,0.002805041149,38,41,117.119695795,,,,68.415637787
semantic-preserving,CodeMark,csn_js,test#1730,0,0.003946923651,,,,0.002302790061,35,33,112.769247166,,,,69.781516989
semantic-preserving,CodeMark,csn_js,test#1731,0,0.017470630817,,,,0.011232399382,235,223,74.343109860,,,,50.369503954
semantic-preserving,CodeMark,csn_js,test#1732,0,0.004245795310,,,,0.002743548714,35,37,121.308437416,,,,74.149965233
semantic-preserving,CodeMark,csn_js,test#1733,0,0.016624782234,,,,0.010200085118,190,180,87.498853865,,,,56.667139547
semantic-preserving,CodeMark,csn_js,test#1734,0,0.023682080209,,,,0.016618917696,325,328,72.867939105,,,,50.667432001
semantic-preserving,CodeMark,csn_js,test#1735,0,0.009610529058,,,,0.006006488577,138,126,69.641514911,,,,47.670544258
semantic-preserving,CodeMark,csn_js,test#1736,0,0.010207477026,,,,0.007371864282,140,145,72.910550183,,,,50.840443321
semantic-preserving,CodeMark,csn_js,test#1737,0,0.006455161609,,,,0.004304036498,65,66,99.310178596,,,,65.212674213
semantic-preserving,CodeMark,csn_js,test#1738,0,0.008051741868,,,,0.005238174461,88,100,91.497066685,,,,52.381744608
semantic-preserving,CodeMark,csn_js,test#1739,0,0.003814737312,,,,0.002167521045,27,29,141.286567129,,,,74.742104987
semantic-preserving,CodeMark,csn_js,test#1740,0,0.005183103494,,,,0.002946765162,42,39,123.407226056,,,,75.558081078
semantic-preserving,CodeMark,csn_js,test#1741,0,0.005499849096,,,,0.003184196539,39,40,141.021771691,,,,79.604913481
semantic-preserving,CodeMark,csn_js,test#1742,0,0.004348335788,,,,0.002485689707,36,35,120.787105213,,,,71.019705917
semantic-preserving,CodeMark,csn_js,test#1743,0,0.005559194833,,,,0.003269086592,57,52,97.529733913,,,,62.867049844
semantic-preserving,CodeMark,csn_js,test#1744,0,0.016531668603,,,,0.009419620968,200,180,82.658343017,,,,52.331227602
semantic-preserving,CodeMark,csn_js,test#1745,0,0.013108972460,,,,0.008365296759,179,167,73.234483017,,,,50.091597358
semantic-preserving,CodeMark,csn_js,test#1746,0,0.007226659916,,,,0.004526893608,91,83,79.413845235,,,,54.540886847
semantic-preserving,CodeMark,csn_js,test#1747,0,0.019754012115,,,,0.013271521777,295,275,66.962752933,,,,48.260079189
semantic-preserving,CodeMark,csn_js,test#1748,0,0.007132731378,,,,0.004078936763,75,68,95.103085041,,,,59.984364163
semantic-preserving,CodeMark,csn_js,test#1749,0,0.004934564233,,,,0.002809973434,51,49,96.756161428,,,,57.346396604
semantic-preserving,CodeMark,csn_js,test#1750,0,0.008234694600,,,,0.004870362580,103,96,79.948491263,,,,50.732943540
semantic-preserving,CodeMark,csn_js,test#1751,0,0.025964804925,,,,0.017061498947,438,403,59.280376541,,,,42.336225676
semantic-preserving,CodeMark,csn_js,test#1752,0,0.031194664538,,,,0.020353393629,537,496,58.090622976,,,,41.035067801
semantic-preserving,CodeMark,csn_js,test#1753,0,0.015840956010,,,,0.009569815360,182,191,87.038219835,,,,50.103745340
semantic-preserving,CodeMark,csn_js,test#1754,0,0.006642302498,,,,0.004289719276,67,80,99.138843257,,,,53.621490952
semantic-preserving,CodeMark,csn_js,test#1755,0,0.008914659731,,,,0.005290107802,96,92,92.861038866,,,,57.501171756
semantic-preserving,CodeMark,csn_js,test#1756,0,0.004346096888,,,,0.002641245723,35,33,124.174196805,,,,80.037749175
semantic-preserving,CodeMark,csn_js,test#1757,0,0.033908210695,,,,0.020503867418,408,379,83.108359546,,,,54.099914031
semantic-preserving,CodeMark,csn_js,test#1758,0,0.007869984023,,,,0.004232677631,70,65,112.428343190,,,,65.118117401
semantic-preserving,CodeMark,csn_js,test#1759,0,0.005336898379,,,,0.003230863251,56,51,95.301756768,,,,63.350259819
semantic-preserving,CodeMark,csn_js,test#1760,0,0.004707366228,,,,0.003163222224,48,49,98.070129752,,,,64.555555582
semantic-preserving,CodeMark,csn_js,test#1761,0,0.007154150866,,,,0.004280472174,69,68,103.683345884,,,,62.948120210
semantic-preserving,CodeMark,csn_js,test#1762,0,0.025379102677,,,,0.015905070119,352,318,72.099723515,,,,50.015943769
semantic-preserving,CodeMark,csn_js,test#1763,0,0.007159070112,,,,0.004252398387,68,75,105.280442821,,,,56.698645155
semantic-preserving,CodeMark,csn_js,test#1764,0,0.007770203985,,,,0.004990539514,79,89,98.357012472,,,,56.073477680
semantic-preserving,CodeMark,csn_js,test#1765,0,0.005906334147,,,,0.004220060073,52,65,113.583348978,,,,64.924001121
semantic-preserving,CodeMark,csn_js,test#1766,0,0.011585777625,,,,0.007843926549,123,146,94.193314028,,,,53.725524308
