paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
semantic-preserving,CodeMark,csn_js,test#2623,0,0.018330536783,,,,0.013056284748,268,281,68.397525309,,,,46.463646790
semantic-preserving,CodeMark,csn_js,test#2624,0,0.028045038693,,,,0.018786847591,428,450,65.525791338,,,,41.748550203
semantic-preserving,CodeMark,csn_js,test#2625,0,0.005288682878,,,,0.002943256870,46,40,114.971366913,,,,73.581421748
semantic-preserving,CodeMark,csn_js,test#2626,0,0.012713802047,,,,0.007814108394,183,158,69.474328126,,,,49.456382241
semantic-preserving,CodeMark,csn_js,test#2627,0,0.005957562476,,,,0.003623606637,74,69,80.507601032,,,,52.516038219
semantic-preserving,CodeMark,csn_js,test#2628,0,0.027176747099,,,,0.020974019542,386,361,70.406080566,,,,58.099777126
semantic-preserving,CodeMark,csn_js,test#2629,0,0.005852318369,,,,0.003621696495,67,69,87.348035356,,,,52.488354993
semantic-preserving,CodeMark,csn_js,test#2630,0,0.007868937217,,,,0.004627578892,75,73,104.919162889,,,,63.391491669
semantic-preserving,CodeMark,csn_js,test#2631,0,0.010302395560,,,,0.006477585062,125,111,82.419164479,,,,58.356622184
semantic-preserving,CodeMark,csn_js,test#2632,0,0.007253093645,,,,0.004227024503,76,64,95.435442697,,,,66.047257860
semantic-preserving,CodeMark,csn_js,test#2633,0,0.005122803152,,,,0.002923145890,42,40,121.971503610,,,,73.078647256
semantic-preserving,CodeMark,csn_js,test#2634,0,0.004580341280,,,,0.002570491284,34,33,134.715919985,,,,77.893675277
semantic-preserving,CodeMark,csn_js,test#2635,0,0.004767573439,,,,0.002905606292,34,36,140.222748194,,,,80.711285894
semantic-preserving,CodeMark,csn_js,test#2636,0,0.009301991202,,,,0.005472870544,106,98,87.754633981,,,,55.845617792
semantic-preserving,CodeMark,csn_js,test#2637,0,0.006822869182,,,,0.004471683875,69,64,98.882162053,,,,69.870060543
semantic-preserving,CodeMark,csn_js,test#2638,0,0.009699284099,,,,0.006681081839,100,108,96.992840990,,,,61.861868879
semantic-preserving,CodeMark,csn_js,test#2639,0,0.007488436066,,,,0.005105598830,78,76,96.005590585,,,,67.178931970
semantic-preserving,CodeMark,csn_js,test#2640,0,0.009855209850,,,,0.005518390797,106,90,92.973677828,,,,61.315453301
semantic-preserving,CodeMark,csn_js,test#2641,0,0.008758097887,,,,0.006401983090,100,116,87.580978870,,,,55.189509394
semantic-preserving,CodeMark,csn_js,test#2642,0,0.011372973211,,,,0.008372692391,126,143,90.261692152,,,,58.550296442
semantic-preserving,CodeMark,csn_js,test#2643,0,0.011757209897,,,,0.006917402148,145,142,81.084206186,,,,48.714099636
semantic-preserving,CodeMark,csn_js,test#2644,0,0.005538433790,,,,0.003525051288,58,61,95.490237762,,,,57.787726038
semantic-preserving,CodeMark,csn_js,test#2645,0,0.003954934888,,,,0.002138615586,26,25,152.112880292,,,,85.544623435
semantic-preserving,CodeMark,csn_js,test#2646,0,0.008105862886,,,,0.004757445306,103,98,78.697697920,,,,48.545360261
semantic-preserving,CodeMark,csn_js,test#2647,0,0.005846017040,,,,0.003376364708,56,53,104.393161434,,,,63.704994490
semantic-preserving,CodeMark,csn_js,test#2648,0,0.005877652206,,,,0.003751400858,58,51,101.338831130,,,,73.556879572
semantic-preserving,CodeMark,csn_js,test#2649,0,0.008570277132,,,,0.005840336904,90,91,95.225301468,,,,64.179526417
semantic-preserving,CodeMark,csn_js,test#2650,0,0.004870090634,,,,0.003056932241,43,44,113.257921712,,,,69.475732744
semantic-preserving,CodeMark,csn_js,test#2651,0,0.011838354170,,,,0.007283460349,148,133,79.988879529,,,,54.762859766
semantic-preserving,CodeMark,csn_js,test#2652,0,0.008415258490,,,,0.004780067131,80,83,105.190731119,,,,57.591170252
semantic-preserving,CodeMark,csn_js,test#2653,0,0.009733839892,,,,0.005741209723,107,97,90.970466279,,,,59.187729104
semantic-preserving,CodeMark,csn_js,test#2654,0,0.023284914903,,,,0.014363964088,305,266,76.343983290,,,,53.999864993
semantic-preserving,CodeMark,csn_js,test#2655,0,0.009940245189,,,,0.006249280646,103,98,96.507234842,,,,63.768169862
semantic-preserving,CodeMark,csn_js,test#2656,0,0.005319731310,,,,0.002801421098,45,41,118.216251334,,,,68.327343864
semantic-preserving,CodeMark,csn_js,test#2657,0,0.009990267456,,,,0.005886225030,114,98,87.633925049,,,,60.063520713
semantic-preserving,CodeMark,csn_js,test#2658,0,0.017724832520,,,,0.010934270918,229,194,77.401015371,,,,56.362221229
semantic-preserving,CodeMark,csn_js,test#2659,0,0.007377043366,,,,0.004367962480,93,80,79.323046951,,,,54.599530995
semantic-preserving,CodeMark,csn_js,test#2660,0,0.004939397797,,,,0.002868994139,45,47,109.764395489,,,,61.042428492
semantic-preserving,CodeMark,csn_js,test#2661,0,0.009448551573,,,,0.005823881365,96,94,98.422412217,,,,61.956184738
semantic-preserving,CodeMark,csn_js,test#2662,0,0.024386385456,,,,0.014541769400,404,376,60.362340237,,,,38.674918618
semantic-preserving,CodeMark,csn_js,test#2663,0,0.004907634109,,,,0.003002618439,46,49,106.687698027,,,,61.277927337
semantic-preserving,CodeMark,csn_js,test#2664,0,0.030518706888,,,,0.021569868550,535,547,57.044311940,,,,39.433032084
semantic-preserving,CodeMark,csn_js,test#2665,0,0.009920045733,,,,0.006032546051,106,115,93.585337108,,,,52.456922181
semantic-preserving,CodeMark,csn_js,test#2666,0,0.020483282395,,,,0.012919706292,255,238,80.326597626,,,,54.284480220
semantic-preserving,CodeMark,csn_js,test#2667,0,0.007137783803,,,,0.003989207558,74,71,96.456537879,,,,56.186021948
semantic-preserving,CodeMark,csn_js,test#2668,0,0.014988389798,,,,0.008724917658,195,183,76.863537423,,,,47.677145670
semantic-preserving,CodeMark,csn_js,test#2669,0,0.008622304536,,,,0.005204824731,99,88,87.093985216,,,,59.145735577
semantic-preserving,CodeMark,csn_js,test#2670,0,0.008151357062,,,,0.004883046262,107,103,76.180907123,,,,47.408216136
semantic-preserving,CodeMark,csn_js,test#2671,0,0.009403763339,,,,0.005858307704,106,99,88.714748480,,,,59.174825296
semantic-preserving,CodeMark,csn_js,test#2672,0,0.021491529420,,,,0.013449062593,285,274,75.408875158,,,,49.084170048
semantic-preserving,CodeMark,csn_js,test#2673,0,0.009924138896,,,,0.006053308956,127,116,78.142825954,,,,52.183697899
semantic-preserving,CodeMark,csn_js,test#2674,0,0.010288765654,,,,0.006539127789,124,115,82.973916564,,,,56.861980778
semantic-preserving,CodeMark,csn_js,test#2675,0,0.006880710833,,,,0.004089876078,63,59,109.217632266,,,,69.319933527
semantic-preserving,CodeMark,csn_js,test#2676,0,0.005038203672,,,,0.002773101442,45,52,111.960081591,,,,53.328873876
semantic-preserving,CodeMark,csn_js,test#2677,0,0.010201799683,,,,0.006073670462,112,134,91.087497172,,,,45.325898968
semantic-preserving,CodeMark,csn_js,test#2678,0,0.011202848516,,,,0.006661470048,138,125,81.180061713,,,,53.291760385
semantic-preserving,CodeMark,csn_js,test#2679,0,0.005269289948,,,,0.003362192772,47,53,112.112552086,,,,63.437599478
semantic-preserving,CodeMark,csn_js,test#2680,0,0.031973157078,,,,0.020191965625,432,396,74.011937681,,,,50.989812184
semantic-preserving,CodeMark,csn_js,test#2681,0,0.015754483640,,,,0.011572627351,217,217,72.601307098,,,,53.330079957
semantic-preserving,CodeMark,csn_js,test#2682,0,0.012247197330,,,,0.007983053103,152,151,80.573666645,,,,52.867901345
semantic-preserving,CodeMark,csn_js,test#2683,0,0.024013732560,,,,0.015181140043,301,276,79.779842392,,,,55.004130590
semantic-preserving,CodeMark,csn_js,test#2684,0,0.024840591475,,,,0.015360763296,346,319,71.793616981,,,,48.152862998
semantic-preserving,CodeMark,csn_js,test#2685,0,0.004634195007,,,,0.002712164074,38,36,121.952500194,,,,75.337890950
semantic-preserving,CodeMark,csn_js,test#2686,0,0.014022236690,,,,0.009145395830,175,164,80.127066800,,,,55.764608721
semantic-preserving,CodeMark,csn_js,test#2687,0,0.007360982709,,,,0.004469539039,80,76,92.012283858,,,,58.809724195
semantic-preserving,CodeMark,csn_js,test#2688,0,0.014049222693,,,,0.010545114987,184,186,76.354471157,,,,56.694166595
semantic-preserving,CodeMark,csn_js,test#2689,0,0.006196625531,,,,0.003621547483,60,62,103.277092179,,,,58.412056176
semantic-preserving,CodeMark,csn_js,test#2690,0,0.011169930920,,,,0.007079356350,149,139,74.965979329,,,,50.930621223
semantic-preserving,CodeMark,csn_js,test#2691,0,0.005304827355,,,,0.003136339597,48,40,110.517236559,,,,78.408489935
semantic-preserving,CodeMark,csn_js,test#2692,0,0.007305763662,,,,0.004218161106,74,67,98.726535971,,,,62.957628449
semantic-preserving,CodeMark,csn_js,test#2693,0,0.015407523140,,,,0.009607356973,189,165,81.521286457,,,,58.226405897
semantic-preserving,CodeMark,csn_js,test#2694,0,0.008293065242,,,,0.004680226557,84,77,98.726967172,,,,60.782163077
semantic-preserving,CodeMark,csn_js,test#2695,0,0.006891344674,,,,0.004543101415,71,73,97.061192591,,,,62.234265959
semantic-preserving,CodeMark,csn_js,test#2696,0,0.006053579971,,,,0.003795410506,52,52,116.414999446,,,,72.988663585
semantic-preserving,CodeMark,csn_js,test#2697,0,0.007139953785,,,,0.004637740552,76,72,93.946760324,,,,64.413063228
semantic-preserving,CodeMark,csn_js,test#2698,0,0.010401510634,,,,0.006266146898,166,151,62.659702612,,,,41.497661578
semantic-preserving,CodeMark,csn_js,test#2699,0,0.007396655157,,,,0.004582250491,88,92,84.052899514,,,,49.807070552
semantic-preserving,CodeMark,csn_js,test#2700,0,0.004623394459,,,,0.002962796949,54,46,85.618415916,,,,64.408629323
semantic-preserving,CodeMark,csn_js,test#2701,0,0.005059358664,,,,0.002901718020,46,43,109.986057910,,,,67.481814429
semantic-preserving,CodeMark,csn_js,test#2702,0,0.015504786745,,,,0.011741627939,212,216,73.135786532,,,,54.359388607
semantic-preserving,CodeMark,csn_js,test#2703,0,0.007806935348,,,,0.005159921944,89,87,87.718374692,,,,59.309447634
semantic-preserving,CodeMark,csn_js,test#2704,0,0.016292963177,,,,0.010424708948,205,181,79.477869156,,,,57.595077058
semantic-preserving,CodeMark,csn_js,test#2705,0,0.007360379212,,,,0.004572318867,89,80,82.700890018,,,,57.153985836
semantic-preserving,CodeMark,csn_js,test#2706,0,0.005152845755,,,,0.003065461293,48,47,107.350953234,,,,65.222580699
semantic-preserving,CodeMark,csn_js,test#2707,0,0.005212632008,,,,0.003298481926,45,53,115.836266842,,,,62.235508044
semantic-preserving,CodeMark,csn_js,test#2708,0,0.030445930548,,,,0.020714887418,461,440,66.043233293,,,,47.079289586
semantic-preserving,CodeMark,csn_js,test#2709,0,0.008869912475,,,,0.006670360453,101,122,87.820915598,,,,54.675085684
semantic-preserving,CodeMark,csn_js,test#2710,0,0.013788257726,,,,0.008354135789,161,142,85.641352333,,,,58.831942176
semantic-preserving,CodeMark,csn_js,test#2711,0,0.012174435891,,,,0.007368844934,124,110,98.180934607,,,,66.989499398
semantic-preserving,CodeMark,csn_js,test#2712,0,0.006219952367,,,,0.003803203814,62,56,100.321812375,,,,67.914353817
semantic-preserving,CodeMark,csn_js,test#2713,0,0.005613040179,,,,0.003463316709,55,60,102.055275982,,,,57.721945147
semantic-preserving,CodeMark,csn_js,test#2714,0,0.008861144073,,,,0.005229999311,97,87,91.352000756,,,,60.114934612
semantic-preserving,CodeMark,csn_js,test#2715,0,0.015024806373,,,,0.009348765947,158,151,95.093711220,,,,61.912357264
semantic-preserving,CodeMark,csn_js,test#2716,0,0.008617579006,,,,0.005512773059,110,91,78.341627324,,,,60.579923729
semantic-preserving,CodeMark,csn_js,test#2717,0,0.009560727514,,,,0.006899420172,111,117,86.132680309,,,,58.969403179
semantic-preserving,CodeMark,csn_js,test#2718,0,0.009729815647,,,,0.006764143705,118,125,82.456064805,,,,54.113149643
semantic-preserving,CodeMark,csn_js,test#2719,0,0.004422803409,,,,0.002655720338,31,34,142.671077723,,,,78.109421713
semantic-preserving,CodeMark,csn_js,test#2720,0,0.005372023210,,,,0.003597427160,49,52,109.633126733,,,,69.181291530
semantic-preserving,CodeMark,csn_js,test#2721,0,0.006403314881,,,,0.003834100440,74,65,86.531282176,,,,58.986160618
semantic-preserving,CodeMark,csn_js,test#2722,0,0.007605246268,,,,0.004434838891,67,69,113.511138332,,,,64.273027406
semantic-preserving,CodeMark,csn_js,test#2723,0,0.007858374156,,,,0.004595047794,72,66,109.144085501,,,,69.621936277
semantic-preserving,CodeMark,csn_js,test#2724,0,0.008307321928,,,,0.005203340203,113,95,73.516123261,,,,54.772002132
semantic-preserving,CodeMark,csn_js,test#2725,0,0.008509515785,,,,0.005078219809,95,90,89.573850365,,,,56.424664540
semantic-preserving,CodeMark,csn_js,test#2726,0,0.009263304062,,,,0.005944176577,112,105,82.708071984,,,,56.611205496
semantic-preserving,CodeMark,csn_js,test#2727,0,0.021303876303,,,,0.013523828238,327,283,65.149468817,,,,47.787378934
semantic-preserving,CodeMark,csn_js,test#2728,0,0.005321879871,,,,0.003521434963,43,48,123.764648167,,,,73.363228391
semantic-preserving,CodeMark,csn_js,test#2729,0,0.006437366828,,,,0.003812226467,63,64,102.180425846,,,,59.566038544
semantic-preserving,CodeMark,csn_js,test#2730,0,0.009384287521,,,,0.006065106951,139,120,67.512859865,,,,50.542557923
semantic-preserving,CodeMark,csn_js,test#2731,0,0.006933436729,,,,0.004839740694,69,85,100.484590276,,,,56.938125807
semantic-preserving,CodeMark,csn_js,test#2732,0,0.005355011672,,,,0.002915510908,40,39,133.875291795,,,,74.756689943
semantic-preserving,CodeMark,csn_js,test#2733,0,0.011308490299,,,,0.007407365367,125,133,90.467922390,,,,55.694476442
semantic-preserving,CodeMark,csn_js,test#2734,0,0.005784543231,,,,0.003456956707,60,53,96.409053852,,,,65.225598244
semantic-preserving,CodeMark,csn_js,test#2735,0,0.010307827964,,,,0.006251106039,129,106,79.905643135,,,,58.972698478
semantic-preserving,CodeMark,csn_js,test#2736,0,0.006564763375,,,,0.003879940137,63,60,104.202593248,,,,64.665668954
semantic-preserving,CodeMark,csn_js,test#2737,0,0.009875439107,,,,0.007707769983,105,121,94.051801023,,,,63.700578368
semantic-preserving,CodeMark,csn_js,test#2738,0,0.008519791067,,,,0.005574299023,86,84,99.067337984,,,,66.360702649
semantic-preserving,CodeMark,csn_js,test#2739,0,0.005357756279,,,,0.003141630441,50,52,107.155125588,,,,60.415970018
semantic-preserving,CodeMark,csn_js,test#2740,0,0.005458745174,,,,0.003508559428,50,55,109.174903482,,,,63.791989603
semantic-preserving,CodeMark,csn_js,test#2741,0,0.005033699796,,,,0.002878100611,42,44,119.849995133,,,,65.411377529
semantic-preserving,CodeMark,csn_js,test#2742,0,0.011669389904,,,,0.007045242935,147,132,79.383604786,,,,53.373052541
semantic-preserving,CodeMark,csn_js,test#2743,0,0.007527437061,,,,0.004472975619,81,74,92.931321742,,,,60.445616475
semantic-preserving,CodeMark,csn_js,test#2744,0,0.007287392393,,,,0.004206756130,74,65,98.478275578,,,,64.719325075
semantic-preserving,CodeMark,csn_js,test#2745,0,0.008976408280,,,,0.006358425133,106,108,84.683096985,,,,58.874306786
semantic-preserving,CodeMark,csn_js,test#2746,0,0.007160075940,,,,0.004045397975,82,72,87.317999271,,,,56.186082980
semantic-preserving,CodeMark,csn_js,test#2747,0,0.019991276786,,,,0.012514305301,283,241,70.640554013,,,,51.926578012
semantic-preserving,CodeMark,csn_js,test#2748,0,0.009708315134,,,,0.006257242523,140,124,69.345108100,,,,50.461633251
semantic-preserving,CodeMark,csn_js,test#2749,0,0.007944022305,,,,0.004773331806,106,82,74.943606654,,,,58.211363489
semantic-preserving,CodeMark,csn_js,test#2750,0,0.006009002216,,,,0.003139677458,69,54,87.086988640,,,,58.142175139
semantic-preserving,CodeMark,csn_js,test#2751,0,0.013299734332,,,,0.009732482024,138,145,96.374886461,,,,67.120565680
semantic-preserving,CodeMark,csn_js,test#2752,0,0.010293582454,,,,0.007372374646,113,125,91.093650038,,,,58.978997171
semantic-preserving,CodeMark,csn_js,test#2753,0,0.004743027501,,,,0.003059657291,34,42,139.500808847,,,,72.848983109
semantic-preserving,CodeMark,csn_js,test#2754,0,0.010230158456,,,,0.006090022624,122,110,83.853757833,,,,55.363842032
semantic-preserving,CodeMark,csn_js,test#2755,0,0.015023379587,,,,0.009493353777,209,192,71.882198979,,,,49.444550920
semantic-preserving,CodeMark,csn_js,test#2756,0,0.008512540720,,,,0.005003572442,100,88,85.125407204,,,,56.858777746
semantic-preserving,CodeMark,csn_js,test#2757,0,0.010999402031,,,,0.007763899863,127,139,86.609464813,,,,55.855394696
semantic-preserving,CodeMark,csn_js,test#2758,0,0.004297629930,,,,0.002749865875,35,33,122.789426574,,,,83.329268929
semantic-preserving,CodeMark,csn_js,test#2759,0,0.006720304489,,,,0.004088139161,72,71,93.337562349,,,,57.579424809
semantic-preserving,CodeMark,csn_js,test#2760,0,0.008122256957,,,,0.005132721737,81,74,100.274777247,,,,69.361104554
semantic-preserving,CodeMark,csn_js,test#2761,0,0.006265953183,,,,0.003975250758,58,65,108.033675572,,,,61.157703973
semantic-preserving,CodeMark,csn_js,test#2762,0,0.009923460893,,,,0.006463992409,115,129,86.290964290,,,,50.108468290
semantic-preserving,CodeMark,csn_js,test#2763,0,0.020961616188,,,,0.013330083340,261,253,80.312705702,,,,52.688076444
semantic-preserving,CodeMark,csn_js,test#2764,0,0.004909547046,,,,0.003286442719,63,59,77.929318188,,,,55.702418973
semantic-preserving,CodeMark,csn_js,test#2765,0,0.006461440586,,,,0.004047925584,84,79,76.921911733,,,,51.239564355
semantic-preserving,CodeMark,csn_js,test#2766,0,0.013043038547,,,,0.008352366276,164,152,79.530722848,,,,54.949778132
semantic-preserving,CodeMark,csn_js,test#2767,0,0.004323386587,,,,0.002579346299,39,37,110.856066339,,,,69.712062140
semantic-preserving,CodeMark,csn_js,test#2768,0,0.037080058828,,,,0.022098780610,450,413,82.400130729,,,,53.507943365
semantic-preserving,CodeMark,csn_js,test#2769,0,0.015858025290,,,,0.010944642127,212,222,74.802006085,,,,49.300189759
semantic-preserving,CodeMark,csn_js,test#2770,0,0.015060915612,,,,0.008923713118,194,165,77.633585627,,,,54.083109805
semantic-preserving,CodeMark,csn_js,test#2771,0,0.013688991778,,,,0.008251521736,168,147,81.482093914,,,,56.132800928
semantic-preserving,CodeMark,csn_js,test#2772,0,0.004181960598,,,,0.002469426021,33,31,126.726078716,,,,79.658903903
semantic-preserving,CodeMark,csn_js,test#2773,0,0.007285600528,,,,0.004249360412,66,56,110.387886790,,,,75.881435935
semantic-preserving,CodeMark,csn_js,test#2774,0,0.007452298887,,,,0.004386957735,86,81,86.654638222,,,,54.159972035
semantic-preserving,CodeMark,csn_js,test#2775,0,0.008675028570,,,,0.005248668604,101,92,85.891371980,,,,57.050745691
semantic-preserving,CodeMark,csn_js,test#2776,0,0.011256677099,,,,0.006573658437,116,120,97.040319815,,,,54.780486971
semantic-preserving,CodeMark,csn_js,test#2777,0,0.008269398473,,,,0.004679970443,79,80,104.675930041,,,,58.499630541
semantic-preserving,CodeMark,csn_js,test#2778,0,0.010989035480,,,,0.006686711684,120,116,91.575295664,,,,57.644066240
semantic-preserving,CodeMark,csn_js,test#2779,0,0.005095981993,,,,0.002897067927,41,39,124.292243726,,,,74.283792995
semantic-preserving,CodeMark,csn_js,test#2780,0,0.014547075145,,,,0.008535469882,210,182,69.271786405,,,,46.898186166
semantic-preserving,CodeMark,csn_js,test#2781,0,0.004688030109,,,,0.002895628102,46,51,101.913698018,,,,56.777021610
